,bigg.metabolite,chebi
6779,man_p,16024
6780,man_p,21057
6781,man_p,4208
6782,man6p_p,12328
6783,man6p_p,43894
6784,man6p_p,43896
6785,man6p_p,48066
6786,man6p_p,48067
6787,man6p_p,49724
6788,man6p_p,49728
6789,man6p_p,58735
6790,man6p_p,60332
6791,manglyc_p,11403
6792,manglyc_p,15847
6793,manglyc_p,57541
6794,manglyc_p,851
6795,melib_p,20943
6796,melib_p,25182
6797,melib_p,28053
6798,melib_p,60170
6799,melib_p,6733
6800,meoh_p,14588
6801,meoh_p,17790
6802,meoh_p,25227
6803,meoh_p,44080
6804,meoh_p,44553
6805,meoh_p,52090
6806,meoh_p,6816
6807,mg2_p,13379
6808,mg2_p,18420
6809,mg2_p,25112
6810,mg2_p,31794
6811,mg2_p,49736
6812,mg2_p,6635
6813,mg2_p,6636
6814,mg2_p,6637
6815,minohp_p,10603
6816,minohp_p,11366
6817,minohp_p,12829
6818,minohp_p,12832
6819,minohp_p,17401
6820,minohp_p,19200
6821,minohp_p,58130
6822,mmet_p,12772
6823,mmet_p,17728
6824,mmet_p,22057
6825,mmet_p,58252
6826,mmet_p,67050
6827,mmet_p,8965
6828,mn2_p,13382
6829,mn2_p,18291
6830,mn2_p,25153
6831,mn2_p,35154
6832,mn2_p,6681
6833,mnl_p,12996
6834,mnl_p,130180
6835,mnl_p,14574
6836,mnl_p,16899
6837,mnl_p,21050
6838,mnl_p,25163
6839,mnl_p,29864
6840,mnl_p,44192
6841,mnl_p,6686
6842,mobd_p,25368
6843,mobd_p,25371
6844,mobd_p,36263
6845,mobd_p,36264
6846,mobd_p,6967
6847,mso3_p,25224
6848,mso3_p,27376
6849,mso3_p,63881
6850,mso3_p,6813
6851,n2o_p,14661
6852,n2o_p,17045
6853,n2o_p,25568
6854,n2o_p,44250
6855,n2o_p,7598
6856,na1_p,26710
6857,na1_p,26717
6858,na1_p,29101
6859,na1_p,32145
6860,na1_p,33167
6861,na1_p,49766
6862,na1_p,63004
6863,na1_p,9175
6864,nac_p,14650
6865,nac_p,15940
6866,nac_p,22851
6867,nac_p,25530
6868,nac_p,25538
6869,nac_p,32544
6870,nac_p,44319
6871,nac_p,7559
6872,nh4_p,13405
6873,nh4_p,13406
6874,nh4_p,13407
6875,nh4_p,13408
6876,nh4_p,13771
6877,nh4_p,13772
6878,nh4_p,16134
6879,nh4_p,18219
6880,nh4_p,22533
6881,nh4_p,22534
6882,nh4_p,22535
6883,nh4_p,28938
6884,nh4_p,29240
6885,nh4_p,29337
6886,nh4_p,29340
6887,nh4_p,44269
6888,nh4_p,44284
6889,nh4_p,44404
6890,nh4_p,49783
6891,nh4_p,62982
6892,nh4_p,63040
6893,nh4_p,66871
6894,nh4_p,7434
6895,nh4_p,7435
6896,nh4_p,7436
6897,ni2_p,25515
6898,ni2_p,28112
6899,ni2_p,7552
6900,nmn_p,10433
6901,nmn_p,12397
6902,nmn_p,13409
6903,nmn_p,14646
6904,nmn_p,14647
6905,nmn_p,14648
6906,nmn_p,14649
6907,nmn_p,16171
6908,nmn_p,22850
6909,nmn_p,25522
6910,nmn_p,7557
6911,no_p,14657
6912,no_p,16480
6913,no_p,25546
6914,no_p,44452
6915,no_p,7583
6916,no2_p,14658
6917,no2_p,16301
6918,no2_p,25567
6919,no2_p,44396
6920,no2_p,7585
6921,no3_p,14654
6922,no3_p,17632
6923,no3_p,25545
6924,no3_p,44487
6925,no3_p,48107
6926,no3_p,63038
6927,no3_p,63878
6928,no3_p,63882
6929,no3_p,71263
6930,no3_p,7580
6931,o2_p,10745
6932,o2_p,13416
6933,o2_p,15379
6934,o2_p,23833
6935,o2_p,25366
6936,o2_p,26689
6937,o2_p,27140
6938,o2_p,29793
6939,o2_p,30491
6940,o2_p,44742
6941,o2_p,7860
6942,o2s_p,15143
6943,o2s_p,18421
6944,o2s_p,25935
6945,o2s_p,26839
6946,o2s_p,30492
6947,o2s_p,7710
6948,ocdca_p,25629
6949,ocdca_p,25631
6950,ocdca_p,28842
6951,ocdca_p,45710
6952,ocdca_p,9254
6953,ocdcea_p,104361
6954,ocdcea_p,10546
6955,ocdcea_p,13655
6956,ocdcea_p,14529
6957,ocdcea_p,14684
6958,ocdcea_p,15904
6959,ocdcea_p,16196
6960,ocdcea_p,23903
6961,ocdcea_p,25075
6962,ocdcea_p,25663
6963,ocdcea_p,25664
6964,ocdcea_p,27283
6965,ocdcea_p,27997
6966,ocdcea_p,30823
6967,ocdcea_p,30825
6968,ocdcea_p,36021
6969,ocdcea_p,42209
6970,ocdcea_p,44741
6971,ocdcea_p,57560
6972,ocdcea_p,6528
6973,ocdcea_p,7741
6974,octa_p,25646
6975,octa_p,25648
6976,octa_p,28837
6977,octa_p,3373
6978,octa_p,44501
6979,orn_p,11448
6980,orn_p,18257
6981,orn_p,19370
6982,orn_p,32964
6983,orn_p,44548
6984,orn_p,46912
6985,orn_p,46913
6986,orn_p,7784
6987,orot_p,14698
6988,orot_p,16742
6989,orot_p,25719
6990,orot_p,25720
6991,orot_p,30839
6992,orot_p,44781
6993,orot_p,7787
6994,pacald_p,14778
6995,pacald_p,16424
6996,pacald_p,25972
6997,pacald_p,43163
6998,pacald_p,8084
6999,peamn_p,14782
7000,peamn_p,18397
7001,peamn_p,225237
7002,peamn_p,25965
7003,peamn_p,45001
7004,peamn_p,8063
7005,pheme_p,14386
7006,pheme_p,14957
7007,pheme_p,17627
7008,pheme_p,24491
7009,pheme_p,30413
7010,pheme_p,38573
7011,pheme_p,5651
7012,pheme_p,60344
7013,pi_p,14791
7014,pi_p,18367
7015,pi_p,24838
7016,pi_p,26020
7017,pi_p,26078
7018,pi_p,29137
7019,pi_p,29139
7020,pi_p,32596
7021,pi_p,32597
7022,pi_p,34683
7023,pi_p,34855
7024,pi_p,35433
7025,pi_p,37583
7026,pi_p,37585
7027,pi_p,39739
7028,pi_p,39745
7029,pi_p,43470
7030,pi_p,43474
7031,pi_p,4496
7032,pi_p,45024
7033,pi_p,63036
7034,pi_p,63051
7035,pi_p,7793
7036,pi_p,9679
7037,ppa_p,14903
7038,ppa_p,17272
7039,ppa_p,26290
7040,ppa_p,26304
7041,ppa_p,30768
7042,ppa_p,45227
7043,ppa_p,63884
7044,ppa_p,8476
7045,ppal_p,14898
7046,ppal_p,17153
7047,ppal_p,26281
7048,ppal_p,41359
7049,ppal_p,45052
7050,ppal_p,8468
7051,pppn_p,20186
7052,pppn_p,20187
7053,pppn_p,26002
7054,pppn_p,26005
7055,pppn_p,28631
7056,pppn_p,43112
7057,pppn_p,51057
7058,pppn_p,8103
7059,ppt_p,14820
7060,ppt_p,16215
7061,ppt_p,26067
7062,ppt_p,33462
7063,ppt_p,39856
7064,ppt_p,44976
7065,ppt_p,8154
7066,progly_p,70744
7067,ptrc_p,14972
7068,ptrc_p,17148
7069,ptrc_p,26405
7070,ptrc_p,326268
7071,ptrc_p,45092
7072,ptrc_p,8650
7073,pydam_p,14978
7074,pydam_p,16410
7075,pydam_p,26426
7076,pydam_p,45228
7077,pydam_p,57761
7078,pydam_p,8669
7079,pydx_p,14976
7080,pydx_p,17310
7081,pydx_p,26423
7082,pydx_p,45112
7083,pydx_p,8667
7084,pydxn_p,14981
7085,pydxn_p,16709
7086,pydxn_p,26429
7087,pydxn_p,8671
7088,pyr_p,14987
7089,pyr_p,15361
7090,pyr_p,26462
7091,pyr_p,26466
7092,pyr_p,32816
7093,pyr_p,45253
7094,pyr_p,8685
7095,r5p_p,10270
7096,r5p_p,12331
7097,r5p_p,18189
7098,r5p_p,22413
7099,r5p_p,52742
7100,rmn_p,62346
7101,sel_p,15075
7102,sel_p,18170
7103,sel_p,26624
7104,sel_p,33490
7105,sel_p,9088
7106,skm_p,15083
7107,skm_p,16119
7108,skm_p,26662
7109,skm_p,26663
7110,skm_p,26664
7111,skm_p,36208
7112,skm_p,45740
7113,skm_p,9133
7114,so2_p,18422
7115,so2_p,45789
7116,so2_p,8992
7117,so2_p,9351
7118,so3_p,13367
7119,so3_p,15139
7120,so3_p,17137
7121,so3_p,17359
7122,so3_p,26837
7123,so3_p,45548
7124,so3_p,48854
7125,so3_p,5598
7126,so3_p,9344
7127,so4_p,15135
7128,so4_p,16189
7129,so4_p,23414
7130,so4_p,26836
7131,so4_p,29199
7132,so4_p,31346
7133,so4_p,31795
7134,so4_p,32036
7135,so4_p,32149
7136,so4_p,32312
7137,so4_p,32583
7138,so4_p,32584
7139,so4_p,32586
7140,so4_p,32599
7141,so4_p,33146
7142,so4_p,35176
7143,so4_p,45687
7144,so4_p,45693
7145,so4_p,45696
7146,so4_p,50292
7147,so4_p,53001
7148,so4_p,53437
7149,so4_p,53438
7150,so4_p,53470
7151,so4_p,53471
7152,so4_p,53473
7153,so4_p,53474
7154,so4_p,53502
7155,so4_p,53504
7156,so4_p,62946
7157,so4_p,9335
7158,spmd_p,15095
7159,spmd_p,15097
7160,spmd_p,16610
7161,spmd_p,26732
7162,spmd_p,26733
7163,spmd_p,45647
7164,spmd_p,57834
7165,spmd_p,9218
7166,succ_p,15125
7167,succ_p,15741
7168,succ_p,22941
7169,succ_p,22943
7170,succ_p,26803
7171,succ_p,26807
7172,succ_p,30031
7173,succ_p,30779
7174,succ_p,45639
7175,succ_p,9304
7176,sucr_p,15128
7177,sucr_p,17992
7178,sucr_p,26812
7179,sucr_p,45795
7180,sucr_p,9314
7181,sulfac_p,34987
7182,sulfac_p,49876
7183,sulfac_p,50519
7184,sulfac_p,58824
7185,taur_p,15195
7186,taur_p,15891
7187,taur_p,26852
7188,taur_p,32970
7189,taur_p,45877
7190,taur_p,507393
7191,taur_p,9406
7192,tcynt_p,15234
7193,tcynt_p,18022
7194,tcynt_p,24926
7195,tcynt_p,24928
7196,tcynt_p,26954
7197,tcynt_p,26956
7198,tcynt_p,29200
7199,tcynt_p,45576
7200,tcynt_p,9550
7201,thrp_p,21967
7202,thrp_p,31757
7203,thrp_p,37525
7204,thrp_p,45955
7205,thrp_p,58675
7206,thym_p,15247
7207,thym_p,17821
7208,thym_p,27004
7209,thym_p,46017
7210,thym_p,9580
7211,thymd_p,15244
7212,thymd_p,17748
7213,thymd_p,19273
7214,thymd_p,45782
7215,thymd_p,45834
7216,thymd_p,45917
7217,thymd_p,63624
7218,thymd_p,9579
7219,tma_p,15261
7220,tma_p,18139
7221,tma_p,27125
7222,tma_p,27127
7223,tma_p,58389
7224,tma_p,9732
7225,tmao_p,15262
7226,tmao_p,15263
7227,tmao_p,15724
7228,tmao_p,27126
7229,tmao_p,9733
7230,tre_p,10202
7231,tre_p,12281
7232,tre_p,12284
7233,tre_p,12287
7234,tre_p,15251
7235,tre_p,16551
7236,tre_p,22365
7237,tre_p,27082
7238,tre_p,39244
7239,tre_p,39245
7240,tre_p,46211
7241,tsul_p,15242
7242,tsul_p,16094
7243,tsul_p,26977
7244,tsul_p,32150
7245,tsul_p,33539
7246,tsul_p,33542
7247,tsul_p,45922
7248,tsul_p,5587
7249,tsul_p,9569
7250,ttdca_p,26897
7251,ttdca_p,278516
7252,ttdca_p,28875
7253,ttdca_p,30807
7254,ttdca_p,44232
7255,ttdca_p,7056
7256,ttdcea_p,36004
7257,tym_p,15276
7258,tym_p,15760
7259,tym_p,27174
7260,tym_p,327995
7261,tym_p,9799
7262,tyrp_p,21991
7263,tyrp_p,37788
7264,tyrp_p,45080
7265,tyrp_p,45158
7266,tyrp_p,45187
7267,tyrp_p,45209
7268,tyrp_p,62338
7269,tyrp_p,8171
7270,uacgam_p,13456
7271,uacgam_p,13473
7272,uacgam_p,13475
7273,uacgam_p,13476
7274,uacgam_p,16264
7275,uacgam_p,22115
7276,uacgam_p,46243
7277,uacgam_p,57705
7278,uacgam_p,9823
7279,udcpdp_p,10544
7280,udcpdp_p,12809
7281,udcpdp_p,18197
7282,udcpdp_p,23655
7283,udcpdp_p,58405
7284,udcpp_p,15285
7285,udcpp_p,15286
7286,udcpp_p,16141
7287,udcpp_p,57654
7288,udcpp_p,9864
7289,udpacgal_p,46285
7290,udpacgal_p,67138
7291,udpacgal_p,67168
7292,udpg_p,13498
7293,udpg_p,13505
7294,udpg_p,18066
7295,udpg_p,22103
7296,udpg_p,27234
7297,udpg_p,52249
7298,udpg_p,58367
7299,udpg_p,58885
7300,udpg_p,9845
7301,udpg_p,9895
7302,udpgal_p,13487
7303,udpgal_p,13495
7304,udpgal_p,18307
7305,udpgal_p,22100
7306,udpgal_p,58439
7307,udpgal_p,66914
7308,udpgal_p,67119
7309,udpgal_p,9811
7310,udpglcur_p,13489
7311,udpglcur_p,13506
7312,udpglcur_p,17200
7313,udpglcur_p,22104
7314,udpglcur_p,46309
7315,udpglcur_p,58052
7316,udpglcur_p,9846
7317,ump_p,13508
7318,ump_p,13509
7319,ump_p,16695
7320,ump_p,27231
7321,ump_p,46362
7322,ump_p,46382
7323,ump_p,47721
7324,ump_p,57865
7325,ump_p,9849
7326,ura_p,15288
7327,ura_p,17568
7328,ura_p,27210
7329,ura_p,46375
7330,ura_p,9882
7331,urea_p,15292
7332,urea_p,16199
7333,urea_p,27218
7334,urea_p,32285
7335,urea_p,46379
7336,urea_p,48376
7337,urea_p,9888
7338,uri_p,15296
7339,uri_p,16704
7340,uri_p,27227
7341,uri_p,46386
7342,uri_p,46391
7343,uri_p,46460
7344,uri_p,9893
7345,xan_p,10059
7346,xan_p,17712
7347,xan_p,27317
7348,xan_p,46377
7349,xan_p,48517
7350,xmp_p,10067
7351,xmp_p,10938
7352,xmp_p,15324
7353,xmp_p,15652
7354,xmp_p,27328
7355,xmp_p,57464
7356,xtsn_p,10066
7357,xtsn_p,15323
7358,xtsn_p,18107
7359,xtsn_p,27327
7360,zn2_p,10113
7361,zn2_p,27368
7362,zn2_p,29105
7363,zn2_p,49972
7364,zn2_p,49976
7365,zn2_p,49982
